id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,category,inasuit,suit,animated,pose,img
H338,Black Storm·Rare,hair,hair,4,S,,,S,S,,S,,S,,Musician,,,,,FALSE,,FALSE,FALSE,
H340,Purple Storm,hair,hair,4,A,,,S,S,,S,,S,,Musician,,,,,FALSE,,FALSE,FALSE,
H341,Wild·Silver,hair,hair,2,A,,,A,A,,A,,,A,Musician,,,,,FALSE,,FALSE,FALSE,
H342,Wild·Black,hair,hair,2,A,,,A,C,,A,,,A,Musician,,,,,FALSE,,FALSE,FALSE,
H344,Tranquil Time·Gold,hair,hair,2,,A,A,,,A,,A,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
H350,Tranquil Time·Pink,hair,hair,4,,B,S,,S,,,S,S,,Kimono,,,,,FALSE,,FALSE,FALSE,
H353,Raspberry Ice,hair,hair,3,,S,C,,,A,,A,,S,,,,,,FALSE,,FALSE,FALSE,
H354,Raspberry Ice·Brown,hair,hair,3,,S,C,,,A,,S,,S,,,,,,FALSE,,FALSE,FALSE,
H357,Double Pony Tails,hair,hair,3,,S,,C,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H359,Vigorous Girl,hair,hair,3,,S,,A,,A,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H363,Double-Ponytail Girl,hair,hair,2,,A,,A,,A,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H365,Future Girl·Gold,hair,hair,2,A,,,C,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H367,Future Girl·Green,hair,hair,2,A,,,C,,S,,A,,S,,,,,,FALSE,,FALSE,FALSE,
H369,Flower Bud·Gold,hair,hair,3,S,,,B,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H370,Flower Bud·Flaxen,hair,hair,3,S,,,B,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H371,Flower Bud·Brown,hair,hair,4,S,,S,,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H380,Wheat Ear·Sun,hair,hair,3,S,,S,,,B,,S,B,,,,,,,FALSE,,FALSE,FALSE,
H381,Wheat Ear·Ballad,hair,hair,3,A,,A,,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H382,Wheat Ear·Pastorale,hair,hair,3,A,,S,,A,,,A,S,,,,,,,FALSE,,FALSE,FALSE,
H385,Red Bean Kiss·Black,hair,hair,2,,A,,A,,A,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H386,Red Bean Kiss·Blue,hair,hair,3,,B,,S,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H388,Red Bean's Kiss·Black,hair,hair,3,,B,B,,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H389,Citrus·Purple,hair,hair,3,,A,S,,,A,,S,,C,,,,,,FALSE,,FALSE,FALSE,
H390,Citrus·Gold,hair,hair,3,,S,A,,,S,,S,,C,,,,,,FALSE,,FALSE,FALSE,
H391,Citrus·Pink,hair,hair,3,,S,S,,,S,,S,,C,,,,,,FALSE,,FALSE,FALSE,
H396,Music Princess·Golden Brown,hair,hair,3,S,,,A,,B,,S,S,,,,,,,FALSE,,FALSE,FALSE,
H402,Angel Bunny·Purple,hair,hair,5,,S,,S,,S,,S,,S,,,,,,FALSE,,FALSE,FALSE,
H418,Baby Face·Brown,hair,hair,1,,A,,A,,C,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H419,Baby Face·Purple,hair,hair,1,,S,C,,,C,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H420,Lute Song,hair,hair,3,,S,B,,S,,,B,S,,,,,,,FALSE,,FALSE,FALSE,
H421,Gravel·Pink,hair,hair,2,,C,,A,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H422,Gravel·Brown,hair,hair,2,,A,,C,,A,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H423,Gravel·Gold,hair,hair,2,,S,,C,,B,,S,,S,,,,,,FALSE,,FALSE,FALSE,
H424,Gravel·Black,hair,hair,2,,S,,B,,B,,S,,S,,,,,,FALSE,,FALSE,FALSE,
H426,Ordinary Short Hair,hair,hair,2,,S,,B,,C,,S,,S,,,,,,FALSE,,FALSE,FALSE,
H428,Daily Romance,hair,hair,2,,A,A,,C,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H435,Miss Goddess,hair,hair,3,B,,S,,S,,S,,B,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H437,Bai Jinjin's Mother,hair,hair,4,,B,SS,,S,,B,,,S,Kimono,,,,,FALSE,,FALSE,FALSE,
H438,Lady of Cloud Mill,hair,hair,4,,B,S,,S,,S,,,S,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H439,Fallen Bell,hair,hair,2,,A,,C,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H442,Forest Elf,hair,hair,3,,SS,,B,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H443,Demureness,hair,hair,3,,S,S,,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H448,Cat Girl,hair,hair,4,B,,,B,,S,,SS,S,,,,,,,FALSE,,FALSE,FALSE,
H451,Noble Lady,hair,hair,3,,S,,B,,B,,B,,SS,,,,,,FALSE,,FALSE,FALSE,
H452,Meatball Head,hair,hair,3,,S,,B,,S,,S,,S,,,,,,FALSE,,FALSE,FALSE,
H454,First Love,hair,hair,4,,SS,SS,,,B,,B,,S,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H456,Memory,hair,hair,3,B,,SS,,B,,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H460,Throb,hair,hair,2,,A,A,,A,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H461,Alumna's Long Hair,hair,hair,2,,A,S,,A,,B,,B,,,,,,,FALSE,,FALSE,FALSE,
H462,Short-hair Girl,hair,hair,2,,S,A,,,C,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H465,Sister's Long Hair,hair,hair,2,,A,A,,A,,S,,C,,,,,,,FALSE,,FALSE,FALSE,
H470,Sister's Long Hair·Gold,hair,hair,2,,A,A,,S,,C,,C,,,,,,,FALSE,,FALSE,FALSE,
H471,Goddess of Pigeon,hair,hair,3,B,,S,,S,,S,,B,,,,,,,FALSE,,FALSE,FALSE,
H474,Sister Next Door,hair,hair,2,,S,S,,S,,C,,B,,,,,,,FALSE,,FALSE,FALSE,
H476,Long-hair Doll,hair,hair,3,,S,S,,B,,,S,S,,,,,,,FALSE,,FALSE,FALSE,
H491,Sacred Ice Flower,hair,hair,5,S,,A,,A,,B,,C,,,,,,,FALSE,,FALSE,FALSE,
H492,Convivial Time,hair,hair,5,A,,,SS,,A,,S,B,,,,,,,FALSE,,FALSE,FALSE,
H494,Free Dancer,hair,hair,6,,S,SS,,S,,,S,,S,,,,,,FALSE,,FALSE,FALSE,
H495,Pristine Dancer,hair,hair,5,,S,S,,S,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H496,Straight-A Student,hair,hair,3,,S,A,,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H498,Lampwick·Brown,hair,hair,3,,B,B,,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H499,Lampwick·Black,hair,hair,3,,A,B,,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H500,Lampwick·Neon,hair,hair,3,S,,A,,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H501,The Purest Heart,hair,hair,3,,B,A,,A,,,S,,S,Modern China,,,,,FALSE,,FALSE,FALSE,
H502,Smart Girl,hair,hair,3,,A,,S,,S,,A,,B,Traditional,,,,,FALSE,,FALSE,FALSE,
H503,Flower of Yesterday,hair,hair,5,,S,S,,S,,A,,,A,Modern China,,,,,FALSE,,FALSE,FALSE,
H504,Minstrel Boy,hair,hair,2,,B,,S,A,,,S,,B,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H505,Minstrel Boy·Rare,hair,hair,3,,A,,S,B,,,S,,B,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H506,Manor Flower,hair,hair,3,,A,A,,SS,,S,,,B,,,,,,FALSE,,FALSE,FALSE,
H507,Manor Flower·Rare,hair,hair,4,,A,A,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
H508,Ink Orchid Scroll,hair,hair,4,A,,S,,SS,,,A,,B,Modern China,,,,,FALSE,,FALSE,FALSE,
H509,Lady Yan,hair,hair,3,,A,S,,S,,,B,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H510,Tea-picking Girl,hair,hair,3,,B,,A,,S,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H511,North Kingdom Girl,hair,hair,3,,B,,S,,A,,S,,A,Army,,,,,FALSE,,FALSE,FALSE,
H512,Beauty in Moonlight,hair,hair,5,SS,,SS,,B,,,A,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H513,Mermaid in Love,hair,hair,5,A,,SS,,SS,,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H514,Azure Jewel,hair,hair,6,A,,SS,,SS,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H515,Azure Jewel·Black,hair,hair,6,S,,SS,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
H516,Azure Jewel·Silver,hair,hair,6,SS,,A,,A,,,SS,S,,,,,,,FALSE,,FALSE,FALSE,
H517,Freehand Brushwork,hair,hair,4,,A,SS,,S,,A,,,B,,,,,,FALSE,,FALSE,FALSE,
H518,Coffee Milk Tea,hair,hair,4,,S,,SS,A,,,A,,A,Unisex,,,,,FALSE,,FALSE,FALSE,
H519,Tarot Lady·Epic,hair,hair,5,S,,A,,SS,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
H520,SapphiresThief,hair,hair,5,,SS,SS,,,A,A,,,S,Unisex,,,,,FALSE,,FALSE,FALSE,
H521,Braid Girl·Rare,hair,hair,5,,A,,SS,,SS,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H522,Lotus Tale,hair,hair,4,,SS,A,,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H523,School Girl,hair,hair,4,,SS,,A,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H524,Braids Girl·Brown,hair,hair,4,,A,,S,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H525,Braids Girl·Pink,hair,hair,4,,B,,A,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
H526,Braids Girl·Black,hair,hair,4,,S,,A,,A,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H528,Noble Deer Queen,hair,hair,5,,S,SS,,A,,,S,S,,,,,,,FALSE,,FALSE,FALSE,
H529,Little Anna,hair,hair,2,,B,S,,,S,B,,,B,,,,,,FALSE,,FALSE,FALSE,
H530,Little Anna·Rare,hair,hair,3,,B,S,,,S,B,,,B,,,,,,FALSE,,FALSE,FALSE,
H531,Little Anna·Epic,hair,hair,4,A,,S,,,S,A,,,A,,,,,,FALSE,,FALSE,FALSE,
H532,Visage,hair,hair,3,,A,S,,B,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H533,Visage·Rare,hair,hair,4,,A,S,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H534,Visage·Epic,hair,hair,5,,A,S,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H535,Jade Cicada,hair,hair,4,A,,S,,A,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H536,Jade Cicada·Rare,hair,hair,5,S,,SS,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H537,Elf Long Hair,hair,hair,3,,A,S,,S,,,B,B,,,,,,,FALSE,,FALSE,FALSE,
H538,Elf Long Hair·Rare,hair,hair,4,,A,B,,SS,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H539,Elf Long Hair·Epic,hair,hair,5,,A,A,,SS,,,S,S,,,,,,,FALSE,,FALSE,FALSE,
H540,Dark Long Hair·Epic,hair,hair,5,,A,SS,,S,,SS,,S,,,,,,,FALSE,,FALSE,FALSE,
H541,Lop,hair,hair,4,,SS,,A,,SS,,B,A,,,,,,,FALSE,,FALSE,FALSE,
H542,Lop·Rare,hair,hair,5,,SS,,A,,SS,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H543,Pleasant,hair,hair,3,,S,S,,A,,,B,,B,,,,,,FALSE,,FALSE,FALSE,
H544,Peach Girl,hair,hair,4,A,,,B,,S,,SS,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H545,Night Date,hair,hair,5,A,,SS,,SS,,,S,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
H547,Payne,hair,hair,3,,B,S,,,A,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H548,Payne·Rare,hair,hair,4,,A,SS,,,B,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H549,Payne·Epic,hair,hair,5,A,,S,,,S,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
H550,Tarot Lady,hair,hair,3,B,,S,,S,,B,,,A,,,,,,FALSE,,FALSE,FALSE,
H551,Tarot Lady·Rare,hair,hair,4,A,,S,,SS,,B,,,A,,,,,,FALSE,,FALSE,FALSE,
H554,Braid Girl,hair,hair,4,,A,,B,,SS,,SS,,B,,,,,,FALSE,,FALSE,FALSE,
H557,Gentleman Sapphire,hair,hair,4,,SS,,S,,S,A,,,B,,,,,,FALSE,,FALSE,FALSE,
H558,Red Wine Glass,hair,hair,3,,B,S,,S,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H563,Wilderness,hair,hair,4,A,,SS,,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H567,Hair Ribbon·Brown,hair,hair,3,,B,B,,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H568,Hair Ribbon·Gold,hair,hair,3,,B,S,,,S,,A,,B,,,,,,FALSE,,FALSE,FALSE,
H569,Hair Ribbon·Black,hair,hair,3,,B,S,,,A,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H570,Blonde Doll,hair,hair,2,,S,,B,,S,,A,,B,,,,,,FALSE,,FALSE,FALSE,
H571,Blonde Doll·Rare,hair,hair,3,,B,S,,,S,,B,,A,,,,,,FALSE,,FALSE,FALSE,
H572,Blonde Doll·Epic,hair,hair,4,A,,SS,,,A,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H573,Saint Nun,hair,hair,2,,S,S,,,A,,B,,B,,,,,,FALSE,,FALSE,FALSE,
H574,Saint Nun·Rare,hair,hair,3,,A,SS,,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H575,Saint Nun·Epic,hair,hair,4,A,,S,,,B,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
H576,Ruin Girl,hair,hair,4,B,,,S,,SS,,A,,A,Future,,,,,FALSE,,FALSE,FALSE,
H577,Ruin Girl·Rosy,hair,hair,4,A,,,SS,,B,,SS,,A,Future,,,,,FALSE,,FALSE,FALSE,
H578,Constant·Brown,hair,hair,4,B,,SS,,S,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H579,Constant·Black,hair,hair,4,A,,SS,,A,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H580,Swimming Carp,hair,hair,4,,A,SS,,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
H581,Natasha,hair,hair,3,,A,,S,,S,A,,,B,,,,,,FALSE,,FALSE,FALSE,
H582,Natasha·Rare,hair,hair,4,,B,,SS,,SS,B,,,A,,,,,,FALSE,,FALSE,FALSE,
H583,Purple Natasha,hair,hair,4,,A,,SS,,B,S,,,A,,,,,,FALSE,,FALSE,FALSE,
H584,Dark Tomb,hair,hair,5,,A,SS,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H585,Dark Tomb·Purple,hair,hair,5,,SS,A,,A,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
H586,Dark Tomb·Red,hair,hair,5,,SS,S,,S,,B,,S,,,,,,,FALSE,,FALSE,FALSE,
H587,Dark Tomb·Black,hair,hair,5,,SS,A,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H588,Guardian Angel,hair,hair,5,A,,SS,,A,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
H589,Countryside Girl·Brown,hair,hair,4,,A,,SS,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H590,Countryside Girl·Pink,hair,hair,4,,A,,B,,SS,,SS,B,,,,,,,FALSE,,FALSE,FALSE,
H591,Countryside Girl·Gold,hair,hair,4,,A,,S,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H592,Autumn·Gold,hair,hair,3,,A,,B,,S,,SS,B,,,,,,,FALSE,,FALSE,FALSE,
H593,Autumn·Purple,hair,hair,3,,B,,A,,S,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H594,Autumn·Brown,hair,hair,3,,B,,A,,S,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H595,Dynamic Summer·Silver,hair,hair,4,,A,,SS,,S,,B,,A,,,,,,FALSE,,FALSE,FALSE,
H596,Dynamic Summer·Black,hair,hair,4,,B,,SS,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H597,Dynamic Summer·Maroon,hair,hair,4,,A,,S,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H598,Traditional Bride·Brown,hair,hair,3,,A,S,,S,,B,,A,,,,,,,FALSE,,FALSE,FALSE,
H599,Traditional Bride·Golden,hair,hair,3,,A,S,,S,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H600,Traditional Bride·Black,hair,hair,3,,A,S,,S,,B,,B,,,,,,,FALSE,,FALSE,FALSE,
H601,Simple Strand,hair,hair,5,A,,S,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H604,Messy Cute,hair,hair,5,,SS,,S,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H605,Messy Cute·Red,hair,hair,5,,S,,A,,A,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
H606,Messy Cute·Light,hair,hair,5,,SS,,A,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H607,Roman,hair,hair,2,,S,,A,,B,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H608,Roman·Rare,hair,hair,3,B,,S,,,S,,B,A,,,,,,,FALSE,,FALSE,FALSE,
H609,Roman·Epic,hair,hair,4,S,,SS,,,A,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H610,Bat Shadow,hair,hair,5,SS,,SS,,,S,B,,A,,,,,,,FALSE,,FALSE,FALSE,
H611,Autumn Fall,hair,hair,3,B,,S,,S,,,B,,B,,,,,,FALSE,,FALSE,FALSE,
H612,Iceland Warrior,hair,hair,4,A,,S,,S,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
H613,Marine Expedition,hair,hair,4,A,,A,,S,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
H614,Tribal Girl·Linen,hair,hair,4,,B,,SS,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H615,Tribal Girl·Black,hair,hair,4,,A,,SS,,S,,B,,A,,,,,,FALSE,,FALSE,FALSE,
H616,Tribal Girl·Wine Red,hair,hair,4,,A,,A,S,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
H617,Youth Melody·Light Pink,hair,hair,4,,A,,A,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H618,Youth Melody·Moon,hair,hair,4,,A,,SS,,S,,B,,A,,,,,,FALSE,,FALSE,FALSE,
H619,Youth Melody·Milk Tea,hair,hair,4,,A,,S,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H620,Nebula·Epic,hair,hair,4,S,,,A,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H621,Nebula·Rare,hair,hair,3,B,,,S,,B,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H622,Nebula,hair,hair,2,,A,,S,,A,,B,A,,,,,,,FALSE,,FALSE,FALSE,
H623,Feast Night,hair,hair,4,S,,SS,,,A,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H624,Feast Dream,hair,hair,4,S,,B,,,S,B,,A,,,,,,,FALSE,,FALSE,FALSE,
H625,Social Night,hair,hair,3,A,,,S,,S,,B,A,,,,,,,FALSE,,FALSE,FALSE,
H626,Solo Night,hair,hair,2,,B,,S,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H627,Bamboo·Epic,hair,hair,4,A,,S,,,A,,SS,B,,,,,,,FALSE,,FALSE,FALSE,
H628,Bamboo·Rare,hair,hair,3,,A,B,,,S,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H629,Bamboo,hair,hair,2,,A,B,,,S,,S,B,,,,,,,FALSE,,FALSE,FALSE,
H630,Luxury Gentleman,hair,hair,3,,A,S,,S,,B,,A,,,,,,,FALSE,,FALSE,FALSE,
H631,Tea Shop Owner,hair,hair,3,,B,A,,S,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
H632,Tenderness,hair,hair,3,,A,S,,S,,A,,B,,,,,,,FALSE,,FALSE,FALSE,
H633,Loyalty White,hair,hair,4,,SS,S,,,A,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H634,Sweet Ink,hair,hair,4,,SS,S,,,A,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H635,Pink Age,hair,hair,4,,A,A,,,SS,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H636,Childhood Friendship,hair,hair,5,A,,S,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H637,Vine Wisteria,hair,hair,4,,A,S,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H638,Children Encounter,hair,hair,5,,S,,SS,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H639,Butterfly Ribbon·Lady,hair,hair,3,A,,,S,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H640,Butterfly Ribbon·Soft,hair,hair,3,B,,,S,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H641,Butterfly Ribbon·Cute,hair,hair,3,A,,,A,,S,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H642,Bright Long Hair,hair,hair,5,A,,SS,,,A,,S,B,,,,,,,FALSE,,FALSE,FALSE,
H643,Snow Spirit,hair,hair,5,S,,S,,,A,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H644,Full Confidence,hair,hair,4,,SS,S,,B,,,S,B,,,,,,,FALSE,,FALSE,FALSE,
H645,Full Confidence·Pink,hair,hair,4,,S,,S,,SS,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H646,Full Confidence·Golden,hair,hair,4,,A,,S,,A,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H647,Full Confidence·Black,hair,hair,4,,A,SS,,S,,A,,B,,,,,,,FALSE,,FALSE,FALSE,
H648,Dynamic Maiden,hair,hair,4,,S,,SS,,A,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H649,Night Girl,hair,hair,4,,A,S,,,S,B,,,A,,,,,,FALSE,,FALSE,FALSE,
H650,Beach Girl,hair,hair,4,,A,,A,,SS,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H651,Adeline,hair,hair,4,,B,,A,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
H652,Little Witch,hair,hair,5,A,,,SS,,SS,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H653,Nina,hair,hair,3,A,,,S,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H654,Noble Daughter,hair,hair,5,,A,,A,,S,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H656,Linen Short Hair,hair,hair,4,,A,S,,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H658,Summer Night,hair,hair,3,A,,S,,SS,,B,,B,,,,,,,FALSE,,FALSE,FALSE,
H659,Maiden Sunny,hair,hair,3,B,,,B,,S,,SS,,B,,,,,,FALSE,,FALSE,FALSE,
H660,Gold Jewelery,hair,hair,4,A,,S,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H661,Pawpaw Bun,hair,hair,5,A,,S,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
H662,Elegant Curls,hair,hair,3,,B,S,,S,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H663,Little Witch·Magic Night,hair,hair,5,S,,,SS,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H664,Youth Poetry,hair,hair,4,,A,A,,,S,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H665,Young Idol,hair,hair,4,,S,,SS,,B,,A,,A,,,,,,FALSE,,FALSE,FALSE,
H666,Young Idol·Rare,hair,hair,5,A,,,S,,S,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H667,Young Idol·Inky,hair,hair,5,S,,,S,,SS,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H668,Cloud Crane,hair,hair,3,,S,S,,B,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H669,Cloud Crane·Rare,hair,hair,4,B,,S,,SS,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H670,Cloud Crane·Epic,hair,hair,5,A,,SS,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
H671,Nightmare,hair,hair,3,,S,A,,B,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H672,Nightmare·Rare,hair,hair,4,A,,S,,S,,,A,,B,,,,,,FALSE,,FALSE,FALSE,
H673,Nightmare·Epic,hair,hair,5,A,,SS,,S,,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
H674,Mellow Snowy Night,hair,hair,5,S,,SS,,S,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H676,Dreamy Goddess,hair,hair,4,S,,S,,,A,,A,,B,,,,,,FALSE,,FALSE,FALSE,
H677,Bicolor Cutie,hair,hair,3,,B,A,,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H678,Clouds and Water,hair,hair,4,,SS,A,,,A,,SS,B,,,,,,,FALSE,,FALSE,FALSE,
H679,Lunar,hair,hair,3,B,,S,,B,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
H680,Cute Princess,hair,hair,3,,B,,S,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H681,Innocent Princess,hair,hair,4,A,,SS,,A,,,S,B,,,,,,,FALSE,,FALSE,FALSE,
H682,Elegant Princess,hair,hair,5,A,,SS,,SS,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
H683,Charming Smile,hair,hair,3,,S,A,,S,,A,,B,,,,,,,FALSE,,FALSE,FALSE,
H684,Charming Smile·Rare,hair,hair,4,B,,S,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H685,Charming Smile·Black,hair,hair,4,A,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
H686,Charming Smile·Fair,hair,hair,4,A,,SS,,S,,A,,B,,,,,,,FALSE,,FALSE,FALSE,
H687,Color Toning,hair,hair,3,,B,B,,,S,,S,B,,,,,,,FALSE,,FALSE,FALSE,
H688,Color Toning·Black,hair,hair,3,,S,,A,S,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
H689,Color Toning·Red,hair,hair,3,,A,,S,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
H690,Chrysalis Tail,hair,hair,3,B,,,S,,SS,,A,,B,,,,,,FALSE,,FALSE,FALSE,
H691,Elegant Long Hair,hair,hair,4,A,,SS,,S,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
H692,Wavy Ponytail,hair,hair,4,A,,,S,,A,S,,,A,,,,,,FALSE,,FALSE,FALSE,
H693,Sweet Moment,hair,hair,3,A,,S,,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
