id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,tertiarycolor,category,suit,inasuit,animated,pose,desc
10161,Polite Waiter,hair,hair,3,,A,S,,A,,A,,,A,Unisex,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"Biggest Pigeon Empire chain hotel - the Kloss Family's second son, is sent to do grass root work!"
10163,Obedient Waiter,hair,hair,3,,A,S,,A,,,S,,A,Unisex,,Brown,,,,,FALSE,FALSE,FALSE,"Biggest Pigeon Empire chain hotel - the Kloss Family's youngest son, is sent to do grass root work!"
10164,Night Rhythm,hair,hair,5,A,,,A,,A,,A,A,,Lady,,Blue,Silver,,Apple,Bright Galaxy,TRUE,FALSE,FALSE,The night is filled with a beautiful melody. It's the rhythm of the night.
10165,Fresh Pomelo,hair,hair,3,S,,,B,,S,,A,,S,,,Orange,Brown,,Apple,Fast Food Waitress,TRUE,FALSE,FALSE,This hairstyle makes people hungry! Huh? That sounded weird.
10166,Benevolence,hair,hair,3,,A,S,,A,,A,,,S,Chic,,Brown,,,Apple,Sacred Doctor,TRUE,FALSE,FALSE,Being a doctor to heal the wounded and rescue the dying.
10167,Alice,hair,hair,4,,S,,A,,S,,S,S,,,,Brown,Yellow,,Lilith,Alice in Wonderland,TRUE,FALSE,FALSE,"Alice is an innocent and lovely girl, she has the most precious attribute: curiosity."
10168,Little Sailor,hair,hair,4,,S,,A,,S,,S,,S,,,Brown,,,Apple,Seal Sailor,TRUE,FALSE,FALSE,"She wants to grow up quickly and go out to the sea to search for her sailor dad, who never returned."
10169,Flower Hairpin,hair,hair,4,,A,,A,,S,,S,,S,,,Brown,Orange,,Gallery,Piety Flower,TRUE,FALSE,FALSE,"She prays in the pigeon church every day, hoping her mother will recover from her disease soon."
10170,Lovely Lady,hair,hair,4,,S,S,,S,,A,,S,,,,Brown,Pink,,Apple,Blossom Season,TRUE,FALSE,FALSE,Her dream is to go to the Cloud Empire to learn more about cloth and fabric.
10171,Fruit Jam,hair,hair,3,,A,,S,,A,,A,,A,,,Pink,Red,,Lilith,Cake Manor,TRUE,FALSE,FALSE,A cream cake with fresh jam on it. It's super delicious!
10172,Vortex,hair,hair,4,S,,,S,,S,,A,,S,,,Red,Orange,,Pigeon,Nikki Mechanical,TRUE,FALSE,FALSE,Born in a chaotic age of the Pigeon Empire when the whole nation is in unrest. Uncertain times.
10173,Tiny Puff,hair,hair,2,S,,,A,,A,,C,,S,,,Brown,,,Lilith,Miss Puff,TRUE,FALSE,FALSE,"When your love towards desserts is deep enough, you will become a dessert."
10174,Night Seer,hair,hair,5,,B,S,,,S,,SS,S,,,,Blue,White,,Lilith,Star Seer,TRUE,FALSE,FALSE,"As the only Star Seer in Lilith, she possesses a natural power to perform divination."
10178,Kids Show Host,hair,hair,3,,A,,A,,S,,A,,S,,,Pink,Red,,,,FALSE,FALSE,FALSE,"As a Kids Show Host of the Apple Federation, many kids love her because her face looks so cute!"
10179,Rock Girl·Red,hair,hair,3,A,,,S,A,,S,,,B,Musician,,Pink,Blue,,Apple,Rock Singer,TRUE,FALSE,FALSE,She is the most promising rock singer in the Apple Federation. Her voice is as good as her guitar.
10180,Rock Girl·Purple,hair,hair,3,A,,A,,A,,S,,,S,Musician,,Purple,Blue,,,,FALSE,FALSE,FALSE,She is the most promising rock singer in the Apple Federation. Her voice is as good as her guitar.
10181,Sunset Song·Brown,hair,hair,3,,A,A,,A,,,A,A,,,,Brown,,,,,FALSE,FALSE,FALSE,"When your life is still shining, keep smiling. Delve into the past and guide your once-aching heart."
10183,Sunset Song·Gold,hair,hair,3,,S,S,,,B,,B,B,,,,Yellow,Brown,,,,FALSE,FALSE,FALSE,"Love may have saddened your heart in the past, but it will soon turn into a dream."
10184,Sunset Song·Purple,hair,hair,3,,S,S,,,B,,S,A,,,,Pink,Purple,,,,FALSE,FALSE,FALSE,Who can become a cassia tree under the moonlight and escape the pain of homesickness?
10185,Ahoge·Black,hair,hair,4,,B,,A,A,,,SS,,SS,,,Purple,Silver,,,,FALSE,FALSE,FALSE,"She insists that strand of hair is the antenna of inspiration, but nobody believes her."
10186,Ahoge·Gold,hair,hair,4,,A,,A,A,,,A,,SS,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,The image of a mature and lofty lady is totally ruined by this silly strand of hair.
10187,Rebellious Girl,hair,hair,2,,A,B,,,A,,A,,A,,,Pink,Red,,,,FALSE,FALSE,FALSE,Momo! Can you stop thinking about TV dramas? She is a rock singer!
10188,River Stream,hair,hair,2,,A,A,,,A,,A,,A,,,Brown,,,,,FALSE,FALSE,FALSE,The river of civilization has quietly flowed for mellenia. Every drop of water has its story.
10189,Ship Island,hair,hair,3,S,,,S,,S,,C,,A,,,Brown,White,,,,FALSE,FALSE,FALSE,There is an old man on the Ship Island of the Pigeon Ocean who lives to record dreams.
10190,Timi's Bob,hair,hair,2,,S,,C,,A,,A,,A,,,Brown,,,,,FALSE,FALSE,FALSE,Mom told me to trim Timi's hair and voila! The bob-haired Timi was born!
10192,Transfer Student·Brown,hair,hair,2,,A,,A,,A,,A,,A,,,Brown,,,,,FALSE,FALSE,FALSE,She just transferred to a school in the Apple Federation and is curious about this modern nation.
10193,Transfer Student·Gold,hair,hair,2,,C,,S,,A,,A,,A,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,She just transferred to a school in the Apple Federation and her blond curly hair makes her popular.
10194,Small Poem,hair,hair,3,,A,,A,,A,,S,,A,,,Pink,Brown,,,,FALSE,FALSE,FALSE,She has a pretty notebook which she uses to record her poems when she gets sentimental.
10195,Butterfly Flowers,hair,hair,5,S,,SS,,A,,,S,S,,,,Brown,Orange,,Pigeon,Madam Butterfly,TRUE,FALSE,FALSE,She is a grown female elf in the Pigeon Forest and the big sister of the butterfly fairies.
10196,Hat Addict,hair,hair,3,,S,,A,,B,,S,,B,,,White,Blue,,,,FALSE,FALSE,FALSE,You think that is a hairstyle + head ornaments? Then you're completely wrong! Bah ha ha ha!
10198,Momika,hair,hair,3,,S,S,,,B,,SS,,C,,,White,Silver,,,,FALSE,FALSE,FALSE,Nikki knows this girl. She is Timi's friend and is apparently studying in the Cloud Empire.
10199,Silver Radiance,hair,hair,4,,SS,A,,,B,,A,,S,,,White,Blue,,,,FALSE,FALSE,FALSE,Who said there are no pretty girls in the North Kingdom?
10200,Gentle Sister,hair,hair,3,,S,A,,A,,A,,,A,,,Brown,,,,,FALSE,FALSE,FALSE,Nikki and Momo left their suitcase in the waiting room. Luckily a woman helped them recover it.
10201,Tea Tune,hair,hair,3,,S,A,,,B,,S,S,,,,Brown,,,Lilith,Dreamland Teatime,TRUE,FALSE,FALSE,Music and flowers are absolutely necessary if you want to enjoy your afternoon in Lilith.
10202,Night Shade,hair,hair,4,A,,S,,,S,,B,S,,Kimono,Gothic,Brown,Black,,Lilith,Night Lolita,TRUE,FALSE,FALSE,Even the fantastic Lilith has its dark side.
10204,Polite Assistant,hair,hair,3,,S,A,,C,,S,,,S,,,Red,Pink,,Lilith,Prime Secretary,TRUE,FALSE,FALSE,The docile assistant is actually quite strict. She is an uncompromising workaholic.
10205,Locco,hair,hair,4,,S,,S,,S,,A,,S,,,Pink,Red,,Lilith,Locco's Tea Party,TRUE,FALSE,FALSE,Locco is Bobo's friend. Both of them are the standard Lilith-style cute girls.
10206,Beautiful Agent,hair,hair,4,A,,A,,A,,S,,,S,Musician,,Silver,White,,Apple,Beautiful Agent,TRUE,FALSE,FALSE,"She is a female agent of the Special Operation Squad, but she is as good as a male agent."
10207,Cloud Ink,hair,hair,4,,S,,A,,S,,S,,S,Modern China,,Silver,Black,,,,FALSE,FALSE,FALSE,"The cloud gets dark like the ink, wetting the lotus flowers. But no rain falls."
10208,Rosy Clouds,hair,hair,4,,S,,S,,S,,A,,S,Modern China,,Red,,,Cloud,Afterglow,TRUE,FALSE,FALSE,"Swallows rest on branches every morning. At dusk, you can pick plum flowers off the ground."
10209,Poetic Dream,hair,hair,4,,S,,S,,S,,A,,S,Modern China,,Blue,,,,,FALSE,FALSE,FALSE,Clouds disappear. Dreams fade. The old friend is no where to be found.
10210,Flower Field Girl,hair,hair,5,,B,C,,,B,,A,B,,,,Brown,,,Lilith,Flower Field,TRUE,FALSE,FALSE,"She heard her grandma's flower elf dancing party story, so she often comes to the garden."
10214,Admiration,hair,hair,5,A,,S,,,A,,B,A,,,,Pink,Red,,Apple,Winter Angel,TRUE,FALSE,FALSE,"It looks like Nikki's pink hair at first glance, but Apple Federation stylists have altered it."
10215,Warmness,hair,hair,5,A,,B,,,A,,A,A,,,,Pink,White,,Apple,Winter Miracle,TRUE,FALSE,FALSE,"Nikki learned and matured during the journey in Miraland, and now she is becoming a gorgeous woman."
10217,Warmness·Brown,hair,hair,4,,B,B,,,S,,SS,S,,,,Pink,Brown,,,,FALSE,FALSE,FALSE,People said it's a beautiful hairstyle only second best to the default pink hair. Do you know why?
10219,Waving Veil,hair,hair,4,A,,,SS,,B,,S,,A,,,Pink,White,,Apple,Sheer Dance,TRUE,FALSE,FALSE,"Different from her past hairstyles, Nikki's pink hair flows with the wind, looking more mature and beautiful."
10220,Waving Veil·Gold,hair,hair,4,,B,S,,,S,,S,S,,,,Pink,White,,,,FALSE,FALSE,FALSE,The hairstyle is just like its exclusive suit: dashing.
10226,Brocade Heart,hair,hair,5,A,,,A,,A,,A,,A,,,Brown,,,Cloud,Cinnabar Cloud,TRUE,FALSE,FALSE,An exquisite jade brocade appears in the world. Nobles go through great lengths just for a glance.
10227,Lady Wu Mei,hair,hair,5,,S,S,,S,,,S,S,,,,Blue,Pink,,,,FALSE,FALSE,FALSE,"She was granted the title Wu Mei by Tang Taizong, and the title Queen of Heaven by Tang Gaozong."
10228,Heavenly Emperor,hair,hair,5,S,,SS,,S,,,S,S,,,,Blue,Brown,,Cloud,Epic Empress,TRUE,FALSE,FALSE,She was the only female emperor in China's history.
10232,Pigeon Boy,hair,hair,2,,A,A,,A,,,A,,A,,,Brown,,,,,FALSE,FALSE,FALSE,"When the handsome pigeon boy passed by on a white horse, he won the hearts of countless girls."
10233,Apple Pie,hair,hair,2,,A,A,,S,,,C,A,,,,Brown,Orange,,,,FALSE,FALSE,FALSE,She is a loyal student of the weekend baking class of Lilith. She plans to make an apple pie all by herself this week.
10234,Bang Hair Vivi,hair,hair,3,,A,S,,S,,,A,,S,,,Red,,,,,FALSE,FALSE,FALSE,"After many unsuccessful interviews, Vivi decided to change her bangs to see if that would bring good luck."
10235,Upstyle Lisa,hair,hair,3,,B,S,,A,,S,,,S,,,Brown,Black,,,,FALSE,FALSE,FALSE,"Manager Lisa never leaves her hair scattered when working, always maintaining an image of professionalism."
10236,Siren,hair,hair,3,,C,S,,A,,S,,S,,,,Brown,White,,,,FALSE,FALSE,FALSE,There is a legend along the sea coasts: a sea monster called Siren would sing to tempt voyagers and then kill them.
10238,Kiki,hair,hair,4,,B,B,,S,,S,,,S,,,Silver,Purple,,,,FALSE,FALSE,FALSE,"In order to be different from Yvette, Kiki dyed her hair in a special color."
10239,Marionette·Black,hair,hair,4,S,,B,,S,,S,,S,,,,Purple,Black,,,,FALSE,FALSE,FALSE,She is so delicate she seems to resemble a marionette of the Lilith Puppet Troupe more than a human.
10240,Linen Maiden,hair,hair,3,S,,S,,,S,,S,,B,,,Pink,Brown,,,,FALSE,FALSE,FALSE,"A mori girl hairstyle. If you want to learn it, go sign up and attend the Apple Federation hairstyle tutorial class!"
10241,Marionette·Brown,hair,hair,4,S,,B,,S,,S,,S,,,,Purple,Pink,,,,FALSE,FALSE,FALSE,"Everyone would think they have met a doll from the Lilith Puppet Troupe, when they saw her."
10242,Romeo·Black,hair,hair,4,,S,S,,C,,,S,,S,Unisex,,Brown,,,,,FALSE,FALSE,FALSE,"I look up at you at the night, like a mortal opens his eyes to watch an angel with wings."
10244,Romeo·Gold,hair,hair,4,,S,S,,B,,,S,,S,Unisex,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"If you were out in a faraway seaside, I would run the risk to search for you."
10246,Dream Seeker·White,hair,hair,3,S,,,B,,S,,S,,B,,,Brown,White,,,,FALSE,FALSE,FALSE,"She dreamed for the life across the continent. People said there are wind, frost and white snow, and it's boundless."
10247,Haste·Brown,hair,hair,2,,S,,C,,A,,A,,A,,,Brown,,,,,FALSE,FALSE,FALSE,Do you still remember your dream in the childhood? It's like a flower that will never wither.
10248,Haste·Gold,hair,hair,2,,A,,A,,A,,A,,A,,,Orange,Brown,,,,FALSE,FALSE,FALSE,Do you still remember your dream in the childhood? It's like a flower that will never wither.
10249,Gourds·Black,hair,hair,1,,B,,A,,B,,A,,A,Chinese Classical,,Brown,Red,,,,FALSE,FALSE,FALSE,Young girls in Cloud Empire often wear this hairstyle. You will not see these double-bun updos anywhere else.
10254,Gourd Bell·Black,hair,hair,2,,A,,A,,A,,A,,A,Chinese Classical,,Red,Brown,,,,FALSE,FALSE,FALSE,Young girls in Cloud Empire often wear this hairstyle. Those accessories of bells look super cute!
10255,Gourd Bells·Pink,hair,hair,3,A,,,A,,A,,A,,S,Chinese Classical,,Pink,Brown,,,,FALSE,FALSE,FALSE,Young girls in Cloud Empire often wear this hairstyle. Those accessories of bells look super cute!
10256,Gourd Bells·Black,hair,hair,3,A,,,A,,A,,A,,A,Chinese Classical,,Red,Brown,,,,FALSE,FALSE,FALSE,Young girls in Cloud Empire often wear this hairstyle. Those accessories of bells look super cute!
10258,Wasteland Jewel·Purple,hair,hair,3,,B,S,,,S,,S,,C,Bohemia,,Purple,White,,,,FALSE,FALSE,FALSE,"It is said that on the day she was born, the lion king brought her the holy spring fruit which cure all diseases."
10260,Wasteland Jewel·Brown,hair,hair,4,,B,S,,SS,,,B,S,,Bohemia,,Brown,,,,,FALSE,FALSE,FALSE,"She is the daughter of jungle, the brightest jewel of the forest and the most beloved princess of Wasteland."
10261,Wasteland Jewel·Silver,hair,hair,5,SS,,S,,B,,,S,S,,Bohemia,,White,Silver,,,,FALSE,FALSE,FALSE,She has become the most beautiful woman in Republic of Wasteland as expected.
10262,Wasteland Jewel·Gold,hair,hair,5,,A,SS,,A,,,A,SS,,Bohemia,,Brown,Yellow,,,,FALSE,FALSE,FALSE,She has become the most beautiful woman in Republic of Wasteland as expected.
10272,Cloud Dancer·Black,hair,hair,5,SS,,B,,SS,,SS,,B,,Chinese Classical,Dancer,Red,Pink,,,,FALSE,FALSE,FALSE,Nikki learned this hairstyle in the Cloud. It was said that only the best dancers would be able to wear it!
10273,Cloud Dancer·Pink,hair,hair,5,S,,S,,S,,S,,S,,Chinese Classical,Dancer,Pink,White,,,,FALSE,FALSE,FALSE,Nikki learned this hairstyle in the Cloud. It was said that only the best dancers would be able to wear it!
10274,Cloud Dancer·Gold,hair,hair,5,S,,B,,S,,S,,S,,Chinese Classical,Dancer,Brown,Orange,,,,FALSE,FALSE,FALSE,Nikki learned this hairstyle in the Cloud. It was said that only the best dancers would be able to wear it!
10275,Mushroom Hair,hair,hair,2,,A,,A,,S,,A,,C,,,Brown,,,,,FALSE,FALSE,FALSE,"I've been typing against computers for too long, my hair grows slower and slower."
10281,Cutie·Brown,hair,hair,3,A,,S,,,A,,S,A,,,,Brown,Orange,,,,FALSE,FALSE,FALSE,She was born in the Flourishing Orchard in the Pigeon Kingdom suburb.
10285,Cutie·Silver,hair,hair,4,S,,S,,,B,,S,S,,,,Silver,White,,Gallery,Fashionable Beauty,TRUE,FALSE,FALSE,"Silver hair scatters down on the shoulder, full of brilliancy and dignity."
10286,Light Tone·Purple,hair,hair,5,SS,,,B,,SS,,S,S,,,,Blue,White,,,,FALSE,FALSE,FALSE,The hair from both sides are combed into buns and the rest hair hang down loosely.
10287,Light Tone·Brown,hair,hair,5,S,,,S,,S,,S,S,,,,Brown,,,,,FALSE,FALSE,FALSE,The hair from both sides are combed into buns and the rest hair hang down loosely.
10292,Iceworld Whisper·Brown,hair,hair,4,,S,A,,,S,,S,,S,,,Brown,,,,,FALSE,FALSE,FALSE,Nikki accidentally rescued the queen of an island country in the original world. She was taught this hairstyle.
10293,Little Lion·Brown,hair,hair,3,B,,,S,,S,,S,,C,,,Brown,,,,,FALSE,FALSE,FALSE,The little lion in the Pigeon Forest is so cute that people cannot resist the temptation to rub her fluffy ears!
10294,Little Lion·Light Brown,hair,hair,3,B,,,S,,S,,S,,B,,,Pink,Red,,,,FALSE,FALSE,FALSE,The little lion in the Pigeon Forest is so cute that people cannot resist the temptation to rub her fluffy ears!
10295,Little Lion·Gold,hair,hair,3,B,,,S,,S,,S,,S,,,Brown,White,,,,FALSE,FALSE,FALSE,The little lion in the Pigeon Forest is so cute that people cannot resist the temptation to rub her fluffy ears!
10303,Little Nurse·Brown,hair,hair,2,,A,A,,A,,A,,,A,Paramedics,Chic,Brown,,,,,FALSE,FALSE,FALSE,"The hairstyle of those young nurses in Apple Federal, just looking at it feels comfortable."
10304,Little Nurse·Light Brown,hair,hair,2,,A,A,,A,,A,,,A,Paramedics,Chic,Brown,Orange,,,,FALSE,FALSE,FALSE,"The hairstyle of those young nurses in Apple Federal, just looking at it feels comfortable."
10305,Little Nurse·White,hair,hair,2,,C,A,,S,,A,,,A,Paramedics,Chic,Pink,White,,,,FALSE,FALSE,FALSE,"The hairstyle of those young nurses in Apple Federal, just looking at it feels comfortable."
10315,Legal Belle·Gold,hair,hair,2,,A,A,,A,,,A,,A,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"She is not only hard-working but also single! To those male elites who are interested, act now!"
10316,Legal Belle·Platinum,hair,hair,2,,A,A,,A,,,A,,A,,,Yellow,Brown,,,,FALSE,FALSE,FALSE,She is not only hard-working but also single! She has dyed her hair recently. It is said to be blue-black!
10324,Mature Sister·Brown,hair,hair,5,,B,S,,S,,S,,S,,,,Brown,,,,,FALSE,FALSE,FALSE,She must be a sexy mature sister according to this hairstyle. Why is that?
10325,Mature Sister·Gold,hair,hair,5,,B,SS,,SS,,S,,B,,,,Brown,White,,,,FALSE,FALSE,FALSE,She must be a sexy mature sister according to this hairstyle. Why is that?
10335,Blue Storm,hair,hair,3,S,,,A,A,,A,,,A,Musician,,Blue,,,,,FALSE,FALSE,FALSE,"In North whether they are male or female, everyone must enlist once they reach a certain age."
10336,Black Storm,hair,hair,3,A,,,A,A,,A,,,S,Musician,,Red,Pink,,,,FALSE,FALSE,FALSE,"In North whether they are male or female, everyone must enlist once they reach a certain age."
10337,Neon Storm,hair,hair,3,S,,,A,S,,S,,,A,Musician,,Pink,Purple,,,,FALSE,FALSE,FALSE,"In North whether they are male or female, everyone must enlist once they reach a certain age."
10338,Black Storm·Rare,hair,hair,4,S,,,S,S,,S,,S,,Musician,,Red,Brown,,,,FALSE,FALSE,FALSE,Her cool temperament is outstanding as always. Everything is based on her beauty of course.
10340,Purple Storm,hair,hair,4,A,,,S,S,,S,,S,,Musician,,Blue,,,,,FALSE,FALSE,FALSE,Her cool temperament is outstanding as always. Everything is based on her beauty of course.
10341,Wild·Silver,hair,hair,2,A,,,A,A,,A,,,A,Musician,,Silver,White,,,,FALSE,FALSE,FALSE,"If you have a crush on a pretty boy in North Kingdom, please be careful."
10342,Wild·Black,hair,hair,2,A,,,A,C,,A,,,A,Musician,,Brown,Red,,,,FALSE,FALSE,FALSE,"If you have a crush on a pretty boy in North Kingdom, please be careful. You know why."
10344,Tranquil Time·Gold,hair,hair,2,,A,A,,,A,,A,,A,Kimono,,White,Brown,,,,FALSE,FALSE,FALSE,In Pigeon Café，you can sit leisurely in the sunlight and read a book.
10350,Tranquil Time·Pink,hair,hair,4,,B,S,,S,,,S,S,,Kimono,,White,Silver,,,,FALSE,FALSE,FALSE,"In Lilith Garden, you can watch the delicate blossoms and have some exquisite afternoon tea."
10353,Raspberry Ice,hair,hair,3,,S,C,,,A,,A,,S,,,Purple,Pink,,,,FALSE,FALSE,FALSE,"If you like ice cream, then Cloud Empire will be heaven to you. Because you can find the most famous tasty ice park!"
10354,Raspberry Ice·Brown,hair,hair,3,,S,C,,,A,,S,,S,,,Red,Pink,,,,FALSE,FALSE,FALSE,"If you like ice cream, then Cloud Empire will be heaven to you. Because you can find the most famous tasty ice park!"
10357,Double Pony Tails,hair,hair,3,,S,,C,,S,,S,,B,,,Red,Black,,,,FALSE,FALSE,FALSE,Ponytail on both sides and long hair hanging down the shoulders. A very pretty hairstyle.
10359,Vigorous Girl,hair,hair,3,,S,,A,,A,,A,,A,,,Brown,Pink,,,,FALSE,FALSE,FALSE,A quite vigorous hairstyle. Pretty nice!
10363,Double-Ponytail Girl,hair,hair,2,,A,,A,,A,,A,,A,,,Red,Purple,,,,FALSE,FALSE,FALSE,A girl from the Cloud Empire with double ponytails. So lovely!
10365,Future Girl·Gold,hair,hair,2,A,,,C,,A,,S,,A,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,Time is fair. It ignores your coercion or bribery and keeps pacing.
10367,Future Girl·Green,hair,hair,2,A,,,C,,S,,A,,S,,,Blue,Green,,,,FALSE,FALSE,FALSE,"The winter holiday has ended so quickly. All of a sudden, I have become the girl of tomorrow to others."
10369,Flower Bud·Gold,hair,hair,3,S,,,B,,S,,S,,B,,,Brown,Orange,,,,FALSE,FALSE,FALSE,"Just like a bud ready to burst in Lilith Kingdom, she starts to bloom her beauty."
10370,Flower Bud·Flaxen,hair,hair,3,S,,,B,,S,,S,,B,,,Brown,Pink,,,,FALSE,FALSE,FALSE,"Just like a bud ready to burst in Lilith Kingdom, she starts to bloom her beauty."
10371,Flower Bud·Brown,hair,hair,4,S,,S,,,S,,S,,B,,,Brown,,,,,FALSE,FALSE,FALSE,"Not comparing with other blooming flowers, she is just trying to be prettier than she was yesterday."
